Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"573.25852","Klebsiella pneumoniae strain SIKP066",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP066",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399383","GCA_004831755.1",,"SSZY00000000","JCVI","WGS","Illumina NextSeq 500","105.22x","SPAdes v. 3.13",,,90,5510792,57.237545,11,177831,70,2,,5708,95.12,93.97,0.22,99.78,,"sputum",,"2018-05-10",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:53:00.843Z","2019-07-15T12:53:00.843Z"
"573.25853","Klebsiella pneumoniae strain SIKP126",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP126",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399432","GCA_004831765.1",,"STBU00000000","JCVI","WGS","Illumina NextSeq 500","166.18x","SPAdes v. 3.13",,,75,5516500,57.241547,7,265099,71,2,,5704,95.06,93.79,0.11,99.78,,"stool",,"2017-11-15",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:53:09.993Z","2019-07-15T12:53:09.993Z"
"573.25854","Klebsiella pneumoniae strain SIKP097",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP097",,,,"MLST.klebsiella.14",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11419418","GCA_004831815.1",,"SSZQ00000000","JCVI","WGS","Illumina NextSeq 500","52.94x","SPAdes v. 3.13",,,123,5750287,56.78621,16,122408,62,2,,5905,95.3,93.91,,99.78,,"stool",,"2016-04-11",2016,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:56:35.797Z","2019-07-15T12:56:35.797Z"
"573.25855","Klebsiella pneumoniae strain SIKP052",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP052",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399397","GCA_004831915.1",,"STBC00000000","JCVI","WGS","Illumina NextSeq 500","187.7x","SPAdes v. 3.13",,,86,5509597,57.243732,8,213810,71,3,,5694,95.24,93.91,0.22,99.78,,"sputum",,"2018-03-22",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:56:26.352Z","2019-07-15T12:56:26.352Z"
"573.25856","Klebsiella pneumoniae strain SIKP049",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP049",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399400","GCA_004831945.1",,"STAZ00000000","JCVI","WGS","Illumina NextSeq 500","163.43x","SPAdes v. 3.13",,,93,5537637,57.22652,8,211631,71,2,,5742,95.24,93.97,0.11,99.78,,"sputum",,"2018-01-26",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:59:48.023Z","2019-07-15T12:59:48.023Z"
"573.25857","Klebsiella pneumoniae strain SIKP129",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP129",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399429","GCA_004831985.1",,"STBX00000000","JCVI","WGS","Illumina NextSeq 500","79.29x","SPAdes v. 3.13",,,74,5519794,57.243404,9,177831,73,2,,5705,95.24,93.97,0.11,99.78,,"stool",,"2017-11-14",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:58:09.200Z","2019-07-15T12:58:09.200Z"
"573.25858","Klebsiella pneumoniae strain SIKP127",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP127",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399431","GCA_004832005.1",,"STBV00000000","JCVI","WGS","Illumina NextSeq 500","160.31x","SPAdes v. 3.13",,,80,5516671,57.244415,8,209697,70,2,,5709,95.06,93.67,0.22,99.78,,"stool",,"2017-11-23",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:58:31.986Z","2019-07-15T12:58:31.986Z"
"573.25859","Klebsiella pneumoniae strain SIKP053",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP053",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399396","GCA_004832025.1",,"STBD00000000","JCVI","WGS","Illumina NextSeq 500","308.57x","SPAdes v. 3.13",,,85,5510890,57.249355,9,178410,70,1,,5687,95.24,93.91,0.11,99.78,,"sputum",,"2018-03-26",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:58:35.381Z","2019-07-15T12:58:35.381Z"
"573.25860","Klebsiella pneumoniae strain SIKP125",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP125",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399433","GCA_004832035.1",,"STBT00000000","JCVI","WGS","Illumina NextSeq 500","209.57x","SPAdes v. 3.13",,,77,5517798,57.24434,8,209697,70,2,,5707,95.24,93.97,0.22,99.78,,"stool",,"2017-11-09",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T12:58:43.340Z","2019-07-15T12:58:43.340Z"
"573.25861","Klebsiella pneumoniae strain SIKP054",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP054",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399395","GCA_004832065.1",,"STBE00000000","JCVI","WGS","Illumina NextSeq 500","187.59x","SPAdes v. 3.13",,,89,5517275,57.246593,10,162051,70,3,,5707,95.06,93.79,0.22,99.78,,"sputum",,"2018-04-02",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:01:58.009Z","2019-07-15T13:01:58.009Z"
"573.25862","Klebsiella pneumoniae strain SIKP063",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP063",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399386","GCA_004832105.1",,"STBN00000000","JCVI","WGS","Illumina NextSeq 500","144.86x","SPAdes v. 3.13",,,77,5400975,57.354717,11,152053,70,1,,5547,95.24,94.09,0.11,99.78,,"sputum",,"2018-07-19",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:01:48.746Z","2019-07-15T13:01:48.746Z"
"573.25863","Klebsiella pneumoniae strain SIKP050",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP050",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399399","GCA_004832135.1",,"STBA00000000","JCVI","WGS","Illumina NextSeq 500","75.6x","SPAdes v. 3.13",,,100,5536135,57.23018,10,199209,69,3,,5742,95.24,93.85,0.33,99.78,,"sputum",,"2018-01-26",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:04:50.847Z","2019-07-15T13:04:50.847Z"
"573.25864","Klebsiella pneumoniae strain SIKP128",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP128",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399430","GCA_004832175.1",,"STBW00000000","JCVI","WGS","Illumina NextSeq 500","236.72x","SPAdes v. 3.13",,,73,5523667,57.2385,9,182427,75,3,,5709,95.24,93.97,0.22,99.78,,"stool",,"2017-11-14",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:03:36.310Z","2019-07-15T13:03:36.310Z"
"573.25865","Klebsiella pneumoniae strain SIKP061",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP061",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399388","GCA_004832195.1",,"STBL00000000","JCVI","WGS","Illumina NextSeq 500","149.7x","SPAdes v. 3.13",,,88,5504744,57.25167,9,209616,75,1,,5697,95.06,93.85,0.11,99.67,,"sputum",,"2018-07-05",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:06:14.510Z","2019-07-15T13:06:14.510Z"
"573.25866","Klebsiella pneumoniae strain SIKP156",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP156",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399462","GCA_004832255.1",,"STBP00000000","JCVI","WGS","Illumina NextSeq 500","127.48x","SPAdes v. 3.13",,,89,5515606,57.246693,7,265099,74,2,,5699,95.24,93.97,0.11,99.78,,"sputum",,"2017-11-09",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:03:59.319Z","2019-07-15T13:03:59.319Z"
"573.25867","Klebsiella pneumoniae strain SIKP195",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP195",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399745","GCA_004832315.1",,"STDZ00000000","JCVI","WGS","Illumina NextSeq 500","122.26x","SPAdes v. 3.13",,,95,5547664,57.2159,12,152201,68,2,,5756,95.24,93.97,0.22,99.78,,"blood",,"2018-06-24",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:07:46.172Z","2019-07-15T13:07:46.172Z"
"573.25868","Klebsiella pneumoniae strain SIKP104",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP104",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399453","GCA_004832355.1",,"STCX00000000","JCVI","WGS","Illumina NextSeq 500","94.65x","SPAdes v. 3.13",,,104,5604562,57.164753,10,177831,71,2,,5829,95.24,93.91,0.22,99.78,,"stool",,"2016-10-18",2016,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:07:53.282Z","2019-07-15T13:07:53.282Z"
"573.25869","Klebsiella pneumoniae strain SIKP141",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP141",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399476","GCA_004832385.1",,"STCJ00000000","JCVI","WGS","Illumina NextSeq 500","130.59x","SPAdes v. 3.13",,,77,5530833,57.232048,7,239172,74,3,,5728,95.24,93.91,0.22,99.78,,"stool",,"2018-01-04",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:07:06.983Z","2019-07-15T13:07:06.983Z"
"573.25870","Klebsiella pneumoniae strain SIKP143",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP143",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399474","GCA_004832445.1",,"STCL00000000","JCVI","WGS","Illumina NextSeq 500","75.87x","SPAdes v. 3.13",,,91,5564819,57.18382,10,193430,70,2,,5779,95.24,93.85,0.22,99.78,,"stool",,"2018-01-11",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:09:01.769Z","2019-07-15T13:09:01.769Z"
"573.25871","Klebsiella pneumoniae strain SIKP132",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP132",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399485","GCA_004832485.1",,"STCA00000000","JCVI","WGS","Illumina NextSeq 500","53.92x","SPAdes v. 3.13",,,82,5514869,57.245712,12,149138,74,1,,5701,95.24,93.97,0.22,99.78,,"stool",,"2017-12-07",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:09:35.643Z","2019-07-15T13:09:35.643Z"
"573.25872","Klebsiella pneumoniae strain SIKP134",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP134",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399483","GCA_004832525.1",,"STCC00000000","JCVI","WGS","Illumina NextSeq 500","226.92x","SPAdes v. 3.13",,,78,5568709,57.186413,8,265100,73,3,,5773,95.24,93.79,0.11,99.78,,"stool",,"2017-12-14",2017,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:12:59.928Z","2019-07-15T13:12:59.928Z"
"573.25873","Klebsiella pneumoniae strain SIKP191",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","SIKP191",,,,"MLST.klebsiella.16",,,,,,,,,,,,,,,,"Good","2019-04-23T00:00:00Z",,,"PRJNA532291","SAMN11399723","GCA_004832555.1",,"STDV00000000","JCVI","WGS","Illumina NextSeq 500","70.68x","SPAdes v. 3.13",,,99,5543742,57.212097,10,190815,73,1,,5761,95.24,93.97,0.11,99.78,,"blood",,"2018-05-24",2018,,"Thailand",,,,"Asia","Thailand",,"Human, Homo sapiens","Human",,,,"Human",,,,,"WGS of Carbapenem-resistant Gram-negative clinical isolates from ThailandIllumina Reads200 Samples","2019-07-15T13:12:55.490Z","2019-07-15T13:12:55.490Z"
